C,Mn,Si,Ni,Cr,Mo,V,P,S,Austenitizing_Temp_C,Tempering_Temp_C,Tempering_Time_Hours,Hardness_HRC
0.3557034212680636,0.8097178147775785,0.24400838637503097,0.062002787418661776,0.04744290040204268,0.2562380353496051,0.0,0.008770011496963078,0.02702189066906529,898.3150147954351,710.3388784032364,0.14046635493891957,22.481779422438166
0.33279389007503657,0.8041956934331536,0.2252233630999637,0.053203998744012,0.06185715054497497,0.24393058208968613,0.021106844694843557,0.019117895534469655,0.023640565845382003,914.3967603762054,649.4795631967303,4.062960222230714,21.141900668761437
0.3425321265046314,1.839926753746706,0.1916524064711872,0.0,0.0333706734075258,0.0,0.0,0.010434597754291251,0.0014502367082969252,896.6566958968494,414.97835275672185,0.1,43.68252631228332
0.43179065429273383,0.7225109795168209,0.23241080596175354,0.07404387665718445,0.9358586406641045,0.010846764860853387,0.15981300795764,0.019814592070763797,0.02415473939669562,897.0608937741048,201.0030212729579,1.0472407425685484,55.33492442836931
0.42442572353560565,0.6828181314862515,0.1833597916985287,0.0656553648671466,0.929812177565739,0.0,0.0,0.026734190314100077,0.021124305636994974,882.3825545192939,427.0961824095904,0.3657176730750421,45.36177175743344
0.4048154634103291,0.696759545347722,0.14245556906742632,0.06157516803059151,0.9260621123980247,0.00700447568989398,0.0,0.012950347696937984,0.027522285922013418,887.726736440843,526.4266478540964,0.1,42.51699067302436
0.40910761333457574,0.5686203907741767,0.26655760448912663,0.16423104542722,1.5623360522129344,0.36379521006043497,0.0,0.024664316692074095,0.0,900.5940984254707,533.1913751820172,3.911527426164697,42.2160439963726
0.3653965459525396,0.7334155396147828,0.24756684610588656,0.038244393204175345,0.020597443809950815,0.026610229075121575,0.01072045044929151,0.010978391901386221,0.0366349987399383,897.2580523898043,536.1993147522309,0.1,29.010702798709442
0.8864848819810072,0.5406292571985204,0.07827314706140667,0.013105277374814128,0.008051001395536985,0.010060978822312293,0.006347032557323301,0.002620955331471426,0.019878011652226458,786.6078178134042,498.4002840193644,0.1,43.338036540268384
0.6325582964843439,0.8824934870776632,0.17905265139252258,0.01781802159740263,0.05122453573451765,0.0017685379510118022,0.011733098768464787,0.027393490493058947,0.00346538083359107,837.277954090795,365.82624396225714,0.9158994677482372,50.023065325431276
0.3451244811795552,1.8422075217558973,0.1805645979097167,0.01861374183263478,0.039019972323521196,0.0,0.0,0.02000036171926898,0.0401469759593225,890.1967629951694,425.99519059537164,0.13430893414613226,45.79614006345749
0.4190919635169952,0.8762882089998232,0.23657840006489012,0.0,1.0100492290140113,0.21419418487127911,0.0,0.01601300778128949,0.02114427543973881,884.4264449323299,97.97237978697311,0.1,60.82278650653825
0.3720071428613373,0.7304173490791878,0.2033434726054501,1.3252354295319795,0.48977807972889753,0.0,0.008841205245311689,0.00907284125268443,0.028078438538007434,873.3195838579821,314.6295491591594,1.9471747516925626,47.06345163509454
0.4385792176090562,0.7363748160483632,0.16911855324308056,0.005694357691250462,0.04447479996710055,0.0249202469495773,0.0015794931335153916,0.005869378890474203,0.022443189865303234,880.6269280840686,483.7461564042178,1.0147331483010344,35.54414916098114
0.4202892686406155,0.6766709067001333,0.14825314906045434,0.07436098192597973,0.9153420188812738,0.008007672066228873,0.0,0.03397554500464765,0.031419962099467146,877.1623834125098,583.9977527539444,1.012413012168752,29.834382421597997
0.43566474027711505,0.7230102305875066,0.16321302338862373,0.0,0.01813235846052553,0.0020496652204414576,0.0,0.01626252953245877,0.017375763983795686,874.4180516166075,541.3696488036657,0.1,32.098103026954014
0.6589488881193721,0.8846557828974538,0.268969765383056,0.004048607981074098,0.037524990658586575,0.2440280910597038,0.0,0.026291432051937697,0.04221209696599637,842.7197766813516,651.534732924021,4.131548669097229,25.37350699680829
0.7508373529805401,0.6488363032489403,0.18437956506848957,0.0018190859881002217,0.007624021543974143,0.0,0.0,0.010525935196683576,0.03238888729692396,812.7009129722812,102.42005817659336,0.3262112207680139,67.24464267434234
0.4001577551843918,0.8778971481487262,0.24024230233927218,0.0017133435597097286,1.0167798083508282,0.21354182398858446,0.010260594407312265,0.022776680488234894,0.014769783037221606,892.7808710832933,299.1056668679636,0.15369141740845577,50.009477308663264
0.6066634841741618,0.864941235126577,0.20602187997515367,0.0,0.7853039710873058,0.006285690385931884,0.0,0.011425425989966303,0.014115078243437053,847.5449437985227,599.0006810876636,0.1,46.971726197266605
0.3418824122305039,0.8118886717793704,0.22129559110570643,0.050281543890512995,0.04936123747484846,0.24855588159274267,0.0,0.019680595595185462,0.01917288664316443,907.8576266882286,648.2820125261755,0.9408863779196065,25.713246581071044
0.6114334936858921,0.87525114124117,0.23101715712169113,0.004234160439771832,0.7883094916857429,0.0,0.0,0.019171353772112217,0.02071729350040259,858.6846507802479,150.37085776412283,0.2986677274566333,59.7357759392298
0.36857888538836453,0.6730037420128435,0.22027672869687948,3.4130601930073703,0.06026024403448993,0.00826932025730297,0.00011000784655391806,0.036346675339053176,0.023798463609709157,841.6902902214055,319.5592038589094,4.148056317239234,45.10719746565773
0.43906513266314035,0.7366166246538473,0.17211537445291714,0.016554822739110697,0.00728168946964158,0.01152001662796823,0.0,0.0045794027369571565,0.037168778304956705,876.3981790801175,485.9782072537579,4.050288592248341,35.2749285180703
0.36498186142256156,0.6157448462869786,0.19419225648751023,1.8419020170477862,0.06266697679883913,0.2263364610376594,0.018166665011984627,0.012513599849681416,0.02390812135020437,880.3103162159973,647.4895391026191,0.4112825800768968,28.720079560756073
0.37646234131157713,0.7763538138121884,0.1586503814513086,0.029468069053370315,0.9907899655670234,0.22492470377564674,0.0,0.021929701954763518,0.01710677733745009,895.9837377350772,429.64468726901043,0.9896191911804979,45.917216094371554
0.4072500854938446,0.7763945720793249,0.24181524092588147,1.7864615731933993,0.799793466069289,0.3406412419147028,0.0022891427221746665,0.0,0.01977026169385992,865.5690627696313,429.1424737273375,0.1,48.780125204770755
0.3538190337705161,0.617947007852198,0.19536667248102405,1.845310223936178,0.055787701227796124,0.2312159765175827,0.005561864877327503,0.029103711387295547,0.022475645425364364,880.747935513809,596.7635666294453,0.1,33.15037580860202
0.38476942759961413,0.7400973702973818,0.26814822720248105,1.7299832305969995,0.7967433512107687,0.2428806099263096,0.0,0.02694931145230727,0.009080199497501992,873.2387145271289,698.0742684240091,1.0732155537975852,20.380945472896208
0.42834992638633657,0.7331579990043826,0.22906485503648544,0.0487397086674715,0.9109972081876919,0.011105240997458321,0.16645652605561573,0.019300523812939396,0.03780758548678664,906.702897781725,322.0206387337371,0.9931077762182001,52.69268846211956
0.4008268351698368,0.7455595632453627,0.2565440510992955,1.7369702541578085,0.7942189953891411,0.25516578895441905,0.0,0.02366370660959331,0.015837877051831546,876.399695694254,304.0402140428259,0.1,50.979642949685264
0.2614031341500261,0.7780147392615879,0.11382053035759539,0.002714499105553081,0.0,0.0,0.0047983112596947245,0.02706856325062668,0.011610707883360442,923.6486085860141,254.55376893595997,3.9560437925714345,44.60248919767486
0.4149886738616579,0.7529451598956804,0.28264614030757834,1.721571681454675,0.7906264240320575,0.25697273010595134,0.0,0.021891926850411175,0.015092657860342954,867.514605389135,295.9935124321225,0.1,50.567015042497935
0.3273062607084582,0.7877527801604434,0.23152316357748565,0.057575092233749896,0.0767653272226714,0.23704388481009686,0.0008749808746481137,0.009348584650259001,0.026049186137563393,910.5287670819964,211.99915064029813,4.115268600611469,51.182318157174045
0.3507570427684837,0.6063487754686171,0.18569259841246147,1.8451855870200702,0.07156187044230239,0.23452506160592904,0.022297985095418124,0.02760431986334389,0.034558427592994594,874.8372133804113,639.6230797923045,0.2698515392626353,31.393548185093376
0.41814009181074985,0.6191961962879752,0.2524358929361545,0.02715359838187284,0.08481534997128394,0.0015732975668991452,0.0,0.019264651080592544,0.01345153339089286,884.0169325882988,593.1712440585687,0.11957370109143828,29.641898121193968
0.4619929968222316,0.7619792754909896,0.14434803396922982,0.0,0.0,0.004006868268411451,0.0,0.04808242368022447,0.05397081816318041,872.0356497511158,437.19980092618175,0.9370876646259036,39.47155246598352
0.26791265064170705,0.8100949159164558,0.10470066208255834,0.0037193984399376883,0.0,0.0,0.016497007721709853,0.03815058361540953,0.024521298694426794,901.4088668752925,543.1724006611055,1.08631786919213,22.872930215750742
0.3514735127314324,0.7895634064997296,0.22599667655215439,0.06993693515555459,0.06466742900845676,0.24545657080816588,0.01236458781648089,0.020951393161185067,0.03825420092267845,910.086215415807,542.928259266553,1.1564362569326425,34.38383639405601
0.4818413277302254,0.9447979471428799,0.15936409514766445,0.0460670517168112,0.033240232484116145,0.25365116568563206,0.017485310273735538,0.0,0.04322351949047592,880.2934161264341,642.939670865292,1.1110214320046015,25.821356483820594
0.4272020201388053,0.7989460869886327,0.25494631565050274,0.01588104264873119,0.0002354018185117164,0.011235585107599071,0.0,0.022594385728508852,0.020897144048588306,897.6798851684633,263.97674943499084,0.36119135623126675,53.174089263974054
0.38548836779995704,0.7481065374182675,0.2564797401873572,1.7161479776287356,0.7933763226599078,0.26621704172231714,0.00346906248003247,0.020467824636010733,0.010135529157516383,877.4332448213513,407.6686479889008,0.36655078917644357,46.17849703110344
0.26747376359709907,0.7755555002442133,0.10739485966057624,0.0020933540625881013,0.020473124629898618,0.006972207850203684,0.004611702766809306,0.03426731131550142,0.023889649784262505,902.4309724046371,702.8512109323481,4.0825812643894475,6.365552413851125
0.8895231686475877,0.5473551886577771,0.07455706928236293,0.01578563907516695,0.028970533432697995,0.013323282738414042,0.0,0.015567408320987946,0.02921906342310859,786.429221145708,250.0153211313693,0.37702615727552746,61.53207820916883
0.34555500971789793,1.8562639693309624,0.18994991795437927,0.0182406181252912,0.02300302193685137,0.0,0.0,0.01758682254414605,0.01956872425799599,897.0611825347022,431.76237205630275,0.1,44.7361471274731
0.8240571919637923,0.755882204499007,0.28792359696595254,0.007545823969062868,0.007110297208906662,0.01206979138009205,0.0,0.0414471694844292,0.03277595210393536,803.7281221227591,536.7212181729957,0.18079886129089665,41.87581412000698
0.5080778239969734,0.8099837138754195,0.28688999189362574,0.0016847861656047653,0.9711097028907746,0.0,0.0,0.03907822595865458,0.022095181592551024,869.0841509816719,292.4243385980131,1.0595636837798486,49.56613990314856
0.6234515114980644,0.8889728794317174,0.23124593294723159,0.00896782430558938,0.789041009228416,0.007778622063985242,0.0,0.0,0.010268769557010862,849.1627570281944,586.3668622964259,1.0546845574052488,26.88118024888729
0.4215025866784008,0.7485008612149235,0.22799624816235686,0.06303248727127304,0.9117976752600581,0.011235639658288636,0.15323095021184066,0.023693027613161298,0.020667672618417128,901.7388392304554,539.3778198369731,3.935456270970496,35.416962060967805
0.509228473513919,0.804763323999405,0.2813049301971537,0.0,0.968309842514421,0.011197975671452316,0.0,0.0009082703422372482,0.010125478959000853,881.0338062478861,697.4805756040492,2.5551896849553852,17.819740475364444
0.5035892373455928,0.794795803451418,0.2668881216648315,0.008915790130957462,0.9888329147072825,0.0,0.0051219492492675205,0.018082211622642327,0.0,867.5587732489308,486.24563906324346,0.1,47.37583569697759
0.41196033359305323,0.7419043390801079,0.22129412673163085,0.051388681037734925,0.9228649394681101,0.0,0.16395003670874514,0.015445682008072,0.01222526114649847,904.5594896462682,422.7086547544345,0.1,49.948345382670965
0.5048195778724769,0.902533624339796,0.12666960393752874,0.0006723298630947383,0.0044411139062458475,0.005550810077006411,0.0,0.03913442616877119,0.04956874889233607,864.1067336099516,535.8551018576788,0.1724784279245771,37.44006582792777
0.5476622715844445,0.5414374860089929,0.18076930605205385,0.00739196767739077,0.02633034290305585,2.5155154849583126e-05,0.0,0.008299187400816501,0.014634182648287123,851.2457415132615,297.5770676704884,0.1,61.348308958984795
0.358352590698959,0.753455298535519,0.23380252270739074,0.012508252518604547,0.021972512940804146,0.012804160894370814,0.00595517583147117,0.020402005965083264,0.03956352047185309,894.6177614047623,210.0500500677648,4.033879751572097,49.10171710166334
0.5692606824582792,0.544374920158711,0.1762922073529158,0.0,0.009623746147307011,0.0009167009900367337,0.0,0.007390613889306649,0.031174932417385042,856.6227114996348,503.29111326272755,0.1,39.674288468755876
1.0050218654345957,0.4129625570922173,0.22876182906816594,0.004771699091898277,1.4221039122641408,0.0,0.0,0.015819028344172113,0.0,764.6390545898917,399.2742170141404,0.18176796514828164,52.821039885218234
0.416046840969496,0.8698852019898343,0.22001974393675042,0.0,1.0178213126183988,0.22572583938167512,0.0,0.009052762372006608,0.014687232385506621,895.607467910633,93.62960271601217,0.1,59.60721030664586
0.3870018654303134,0.7608745573868069,0.25731199102542585,1.7380720376882637,0.7880859691865739,0.26338942925679654,0.013053946137119752,0.01657861130624071,0.014894994593638827,875.8972087500651,253.53080482656088,1.1433513425304063,48.94979898255652
0.30033476599072934,0.5367659793165167,0.11155939966210668,0.01128373459939224,0.0055635531082931285,0.0,0.0,0.016728543435450844,0.04113225091862104,899.9978451725166,707.3482027987645,2.4996867145001027,4.9019493776481795
0.7002292328888607,0.8706432200670803,0.25403977603500816,0.026264922929643844,0.01493794814790453,0.24028937871213282,0.0,0.019385610588926787,0.01819766195038991,832.8297978234208,324.258602199217,1.0338054927835525,53.597244352735764
0.35999443704245165,0.7632205339369769,0.2309906905515063,0.002183700633695565,0.014327646270671287,0.016168952781611096,0.0,0.03461415770561702,0.03328314380647805,891.8368716578605,647.534299479008,3.999692823313693,13.834173089233285
0.3943190711042326,0.5914256878827139,0.29085124461277034,0.017812916349984786,0.07545359516441796,0.004058197625273707,0.001454563213968033,0.019713853606996824,0.025847322840724236,898.0027290527087,374.06035061909574,0.1,46.10426154166529
0.882197870776336,0.5436116613024056,0.06225602491719247,0.012700492964150044,0.009305967057075624,0.0,0.0,0.020213271363600172,0.028903228152785503,781.9307923385679,146.77264609660307,0.2333087877534644,65.88545077694303
1.028811624684367,0.40649935550428473,0.22227161677890822,0.0,1.4378317138421035,0.0,0.0008377654940188639,0.01707389401608165,0.019113463895535157,756.4723853529679,245.87514646280607,0.1,63.74160935043796
0.3538794377353659,0.7405446554483018,0.24643500536597188,0.027918863332282384,0.019344760698679388,0.004914342072967609,0.0,0.009489789497322869,0.02283081210457224,896.0006634188011,652.5144707954958,3.8244908734471084,12.857413378126079
0.31756518098541026,0.5625709266721877,0.09256107245070717,0.028672973648259,0.021949123726675825,0.014844443192498516,0.0,0.008989187428300377,0.03587735711329902,891.8895097760358,364.8433138395066,1.0515056485333578,38.23679771345593
0.4799752016887684,0.9461910407661577,0.15429813664851905,0.03389021315102929,0.030166206744060595,0.2513276941169037,0.0,0.0325886608383541,0.013937638327574886,879.1584205055817,257.5768550642825,0.20211298892706117,55.718016440570096
0.43116188064433847,0.683555415133324,0.15951048183691857,0.07428618491507812,0.9193735293950394,0.0,0.0,0.01774876305068784,0.03701534106557748,880.505472413441,654.6403064540434,0.2157880902606779,29.285438553922962
0.8795746055251712,0.5441372332346776,0.05708560659052958,0.004894600832911243,0.009785390755929916,0.0020230278234083794,0.0,0.01493838166047571,0.0026787641256012656,787.8610658735134,147.49527524918182,2.6465300912215697,63.33385240237058
0.43096936760904,0.7918905162604437,0.24990083163993687,0.029101866143764574,0.009316570034436113,0.0,0.001642906750989023,0.010921642747768192,0.04786783859660937,881.216733886366,199.23458739310726,4.039390480812421,52.56088925714815
0.3671899468596993,0.6875902552063093,0.21681342425654754,3.393748502396113,0.049315117888830244,0.0,0.0,0.009971513104131526,0.009521831829620778,840.4707975202308,436.6681345297448,0.10153873113417804,44.08791728601801
0.8180193350247522,0.7439154121350149,0.27857055438306844,0.01292833342001526,0.0,0.0,0.013636296323685532,0.05700005624940263,0.050386011305146514,808.2499675090123,540.6215167841519,0.2060929875737058,42.95828245512948
0.2564544297130299,0.8751699580964089,0.3090290896619896,0.036868592573272026,0.05930537049694762,0.24676720833162905,0.0,0.01864352760294231,0.046663287657526406,928.0498810929087,696.2038881914094,1.040769305034661,13.69306309239929
0.5063144040542652,0.9313295677247865,0.1571168313025985,0.02869614380464363,0.03148047869210111,0.2609323053486352,0.0,0.016171727736894723,0.034487296307452286,866.1453392929915,706.077789844267,3.7836775178362085,13.37814061627735
0.37063247004351907,0.7932617561902515,0.2572236318605183,0.05872198133854883,0.06220119195499429,0.24623373372148186,0.0,0.02806484920693434,0.020736159643142415,909.5457366839063,314.99662918896996,3.9477609042273345,46.65775894958102
0.3729905507482104,0.7811158731322028,0.15716051135263062,0.04837836961212234,0.9656545953101958,0.20961565518411968,0.0,0.023543908663860226,0.027201941611924803,894.8653095269391,430.7558111352693,0.2399906173272684,44.450959784948886
0.3941697207405046,0.7561374629310643,0.26248229935077433,1.7292289305282447,0.79480718529427,0.26696814029439014,0.0,0.015721082901074063,0.018921945413059933,881.1981308292183,252.5125552262904,0.1,53.35948846321778
0.41763567819920416,0.7611316249189228,0.23905837406399816,1.7807544756125555,0.8065901811839971,0.33351784802489354,0.0,0.025233373826465375,0.031228602016268914,862.5872435054424,426.4794320368697,0.1,46.46705208502679
0.6695017446648187,0.8662577537495747,0.2875877724781104,0.010186080319124593,0.02041833008999437,0.24077202517480983,0.0,0.014331733756457292,0.026896450446743454,849.3877388139199,483.52245950193867,0.25858296779681433,44.304602232758235
0.5081792775944475,0.8148969677459317,0.27728350447593175,0.0,0.9898536417525862,0.0,0.004349129876024116,0.01841536961712728,0.010778485192096796,869.6490042311389,251.59059768575975,0.1,61.294367369185025
0.26771117751462054,0.8713886561718833,0.2832866889653535,0.03250866113698168,0.06188693888210888,0.2672819135176311,0.0027993993639857185,0.01035619199328101,0.036875146947186875,927.2015239352143,373.10272161174316,0.1,40.779721993649545
0.38305626761568007,0.7761820424518395,0.14418690972882653,0.048229577977676075,0.9793978281411377,0.20992781612637357,0.0,0.02272324804184263,0.02346924088506791,908.4582077854235,424.82036257127567,2.048308325763584,43.27798469926872
0.44995708420522706,0.791159816597823,0.24001059167961822,0.022722421409695714,0.025678622260240334,0.011441844490505148,0.0,0.0,0.019261135955595792,876.0115164953078,197.19802534253446,0.8073566066255601,55.473377186727696
0.7249022570684579,0.6586740232652067,0.17999313753225518,0.0,0.02621457592854025,0.0111287933444595,0.0,0.005005775824941184,0.017844098855018087,824.2550454865212,498.892432394914,0.1,44.503846024391486
0.25710772321846287,0.8683683786416275,0.30004023972336435,0.038275431521494215,0.05859211111145823,0.27169525128099514,0.0,0.0195661085737659,0.02980111572914575,934.5825397897771,257.71744138745635,3.9477835872856786,43.628816754222264
0.2453113243513401,0.8809117931359454,0.2975824903421196,0.028950997454061274,0.05506002142843575,0.2626872079097196,0.004006174088640768,0.03969973824750968,0.03345791857575311,936.1573704749061,370.79856528861905,1.189907880637356,39.04284448464703
0.3216884355740272,0.5269493958643062,0.10759490686454008,0.0,0.03580640612466281,0.0010461093565898802,0.0,0.007497316904585271,0.027958866500982855,899.2363714416522,605.516012999335,0.1,21.99883182545545
0.3758761560519967,0.7240474380374546,0.20771762006848368,1.3315528178902558,0.48827088211501984,0.006558194361027492,0.0,0.008179512330419471,0.01979907507724439,870.8605737261079,267.2764113811218,0.9966556796988221,51.48236220225699
0.5595288988436897,0.5408883309890078,0.18676522108011245,0.0,0.023666532027320893,0.0,0.002192691982498412,0.01874385295348852,0.019984596237083676,856.066615238555,253.59336303605042,0.1390607014858884,54.329426828501305
0.6848005026800501,0.8645118130861978,0.2678129664268171,0.010640299550384928,0.028266586747527005,0.23750967467486478,0.0,0.017197365184995768,0.02691570065408757,845.0319258511275,541.8619072782466,3.9624752855335474,36.22294318549798
0.587661399198119,0.5369324633583846,0.17920673881514843,0.0,0.003929425138582958,0.0,0.014038153308936815,0.0,0.009379502145354938,854.3774868931214,399.5391904862858,0.21969944627873242,55.85587369079256
0.5626827493978953,0.5506467112443688,0.18279200148722757,0.0,0.01692476213577786,0.0,0.0,0.013826787950531164,0.02435618885169169,851.4015527038109,298.0694155493325,0.210548655808014,52.69701967689035
1.0176172896219375,0.4097050249453622,0.23780031392825046,0.002985807512008556,1.4311117630237375,0.02362383999763592,0.012195037344845217,0.030225928003390974,0.006769011643988632,764.9223062898923,253.6795123594419,0.1,62.727750684188955
0.4375895787879636,0.7235142757030456,0.17211165301009035,0.014597126325389983,0.011901843613953075,0.006003003939890855,0.005784792315297264,0.008982582692908659,0.04784992595334374,879.412769435186,264.863791460759,1.0628563573655563,54.28942401176925
0.6445863944850311,0.870999198477249,0.17306578275148468,0.011709811445076613,0.05318296115447518,0.00467631275282686,0.007599618028624458,0.020885856645225877,0.03487627474658846,840.0720199233593,598.0970835952439,0.964285309093369,30.46013892883519
0.34818363535702923,0.8049846732261406,0.2540709524041478,0.046040267376951265,0.06763643430661517,0.249830691832608,0.0,0.02892848142980399,0.03808221299453869,910.2959372564654,259.29032242043166,0.13063055664704493,51.68514891415765
0.416571424649277,0.6043318441140666,0.27219013523475166,0.006940367200475875,0.05995726340407627,0.016879530384229763,0.0,0.02022714348703769,0.006272806066854034,886.8345719129052,260.41676675690417,3.9658912552743764,50.18094949299821
0.4910561311294872,0.7642548268306343,0.133922679166546,0.018132374499616657,0.0,0.0,0.0009512438206940813,0.0602622753489804,0.05373413960074104,872.2007128711616,325.2895913347919,0.9663362852963213,50.2819953498647
0.5053704389739153,0.7988792518162326,0.2665431998876446,0.019236991352968153,0.9676780521933477,0.002168099305245521,0.0,0.014027489334540798,0.016686825890586576,866.3390320707006,487.8678859882204,0.11867299256513986,57.57936563689899
0.24607723819144098,0.8582851591145219,0.2911315095396657,0.03029550441394094,0.05591331714079733,0.2514978113816659,0.0,0.013748482761128049,0.02278504321517433,936.5875259124839,376.0029158468643,3.8435122965554864,37.60646678379002
0.4427256911720361,0.8017019474336131,0.23668532873351755,0.006284266198386637,0.00910401149652371,0.022142000973620714,0.0015056071001570274,0.0,0.040693074653676255,883.242155078217,258.29775618522615,4.006542248121678,49.520129598061715
0.41385096471228394,0.6950902519889186,0.1680831393099692,0.06854648952087407,0.9421981437909696,0.00661559745881465,0.010521443836914633,0.02205311515691394,0.031996986330983856,889.0105484117959,647.1989638365156,0.1,35.99368969292118
0.5103934584245631,0.7951847886095655,0.29577698098692645,0.0,0.9681644298544294,0.0,0.0,0.010513661686233175,0.0,876.1373038055763,98.57257795692517,0.1,62.10817941068878
0.27049049606854336,0.8697223986335534,0.2797029487668877,0.03314678546183471,0.05108290983845402,0.260141378102514,0.013069404801579232,0.016405101992607665,0.04478121703853628,922.8770704784562,584.0428614640741,3.888282561332656,23.892884873319836
0.49346417884375166,0.8181405079733333,0.2711415275664531,0.0,0.9951884880407439,0.0,0.0,0.029857368197992958,0.02909487494176688,866.916571560511,198.95070149656922,0.14733252537811098,60.88946607311289
0.45264613844068213,0.7079622149624025,0.1697584089041971,0.0,0.0173656715466839,0.002005040559486568,0.0,0.02390242052071282,0.029359883504824845,884.1520768509679,321.99679677381886,0.13474663931666314,50.777274303114396
0.26759596190885737,0.8592666214192095,0.2820006812840779,0.03977632966801429,0.06421468421364791,0.2692098482889066,0.0,0.003403400526236857,0.03620406558570387,934.4678827501862,425.23090181911624,0.1,38.720006272569634
0.4180811056175606,0.5690780297787287,0.2377797406906014,0.16845754226975787,1.5746451498188474,0.33513953955787157,0.0,0.013016724618741576,0.008448944334898595,895.5288440377561,592.5193097635304,1.0311749493128526,38.30212929054225
0.39636457828812577,0.8740276134394178,0.22463826781099336,0.008656796520460587,1.0054556614343413,0.23045259340637417,0.0,0.020611137866121697,0.013244566581780252,896.8191587311087,95.5490190727826,2.617997469245282,58.53029343142914
0.3741933646977396,0.7720914350114555,0.13992222209730357,0.05206910489860898,0.9880277844730602,0.2137879622615665,0.0013429629253287236,0.020250154203146846,0.0526936882679211,889.0212422612391,649.0088466300462,2.0060533977240933,28.672395120263122
0.522035365819067,0.8247048202768369,0.2882588538167597,0.0,0.9861328102217632,0.0,0.01272463242683855,0.013964937211906569,0.007827283842746079,866.7956638559446,287.20495140221703,0.2188151696520188,53.70642546189875
0.35343233798400076,1.8414720237248678,0.19075282044643008,0.00994841778767815,0.03652509733397405,0.008778924651693,0.0,0.023746310303020008,0.026512936857837784,894.536611965338,311.63400684095456,3.786359674052057,47.16962419299053
0.30884305793891464,0.5205027289131537,0.11830368729375612,0.010582732079795923,0.008213238133190299,0.027028028302839614,0.0,0.014661414025921068,0.014816836161998461,907.1719398550174,301.93488052275313,2.529602511996435,38.1177411291615
0.46139612940573443,0.7265520387700581,0.17359006640954394,0.004612222260614422,0.022869510323844013,0.0,0.0,0.01510424063668226,0.03856468348996603,876.1399139536064,475.5665080412961,3.920770687774217,33.141041023978
0.3630568118956117,0.7713636530807314,0.1628853233904849,0.051546336579054275,0.9782706086779468,0.22693513006512067,0.003191258018466839,0.009096051919451502,0.032922237672347955,908.9851503208649,642.7104750337447,0.1,32.716514726663604
1.0047016709179672,0.400058001191161,0.2227120338556286,0.0,1.4209313766274452,0.009664072672891953,0.008173835294080448,0.020773056291294875,0.022612265265624154,757.0591101742441,297.66582884588036,0.1,61.471229294328424
0.3979940218506907,0.6263719819913254,0.2625879286479792,0.01645190942132178,0.06222780922932047,0.0029521353008108066,0.0,0.0013755307944829983,0.0007975988549775714,893.8569391869125,540.2881021296787,3.9784789247826016,25.492596292643547
0.74535045191704,0.6748957745884758,0.20220870606972888,0.0018724302233613759,0.008097555066016303,0.005247883970893782,0.00916546688628886,0.02222346052630235,0.02376012657039223,815.7266156799177,705.0562811973983,0.1,35.50958846851672
0.5203893676143644,0.7941906447936278,0.273910840704043,0.0,0.9897690173242444,0.0,0.021686765576353215,0.0,0.017938099704021715,868.6741442421627,400.0059947857545,1.040316695460007,47.2480743056833
0.48530502574167933,0.9309986523702749,0.1505085044917413,0.04369538949896088,0.010740282171406507,0.2450738878189427,0.013194297002375571,0.011751283222360333,0.01683755791116636,881.6552177859844,591.7316156156612,0.2717010281036268,36.21113284404817
0.6283582106872486,0.8722214274179139,0.2082875385696268,0.0017220797198568543,0.7863404421478071,0.0,0.0,0.0030972910689624628,0.021903231429933754,840.6792639692122,202.0264375564128,0.1,60.535990446103355
0.41045311430103965,0.587657245158722,0.2891575056469655,0.01267807489685701,0.07638758965805345,0.0,0.010312920220419113,0.017122845981393034,0.0065301879210932275,906.6282877821412,481.0835967391933,0.9777039542504592,33.26097316734286
0.4066062299370189,0.5563163701921086,0.23725302960335393,0.1622955229081257,1.5591214157846793,0.3638169828151113,0.009249860772417398,0.031332567963993016,0.002017369334474376,896.2172508708329,374.7742332895931,1.123531907644894,49.278609752081586
0.3985206069809241,0.5982163357530521,0.2740339208010056,0.01127958504221912,0.07400353179246014,0.014702225060347832,0.0006314784920281087,0.0034574699220056753,0.018776428074089857,889.6142226425543,434.12587393433296,4.087978170490201,37.11050393327459
0.32287167793149874,0.5626031243598836,0.0915139721949004,0.0043347150387759575,0.024690354656719694,0.004591516799966923,0.008972773534589305,0.0,0.026987209883451144,890.7173072503874,703.61139260709,0.29563987099040495,13.31039575655036
0.3978984297576931,0.8710920633353404,0.22276590451677264,0.016100871026815452,1.0184684617422133,0.22636179725633682,0.007607233560932616,0.022439197167718184,0.010569296761502757,898.7967955418352,294.30322049743484,0.34383445340427077,51.611469769060214
0.514291328615223,0.830204739770928,0.277036970024959,0.0,0.9830124778674263,0.0011845239860866033,0.012473560016863644,0.003103835517227947,0.0026555306241573904,869.672695272234,149.7089574517391,0.49351800329182083,63.56401529356758
0.5528329117108298,0.5332912237924032,0.18845683870694824,0.0,0.036286438846731404,0.006783552228516566,0.005788328075924252,0.014464967745147807,0.013357493583598766,849.7518686846703,210.07282040005762,0.1,64.1634003331007
0.4510026160323097,0.785568322721868,0.22774142281541868,0.01877690117813889,0.013276385939878128,0.020730970796704676,0.007548103721607259,0.019662395811911204,0.032242331707829856,877.657683265206,261.58416270206584,3.8934307737427165,49.18661299061502
